COUNTY,STATE,ZHVI_2020,ZHVI_2021,ZHVI_2023,WFIR_AFREQ_2020,WFIR_EXPT_2020,WFIR_RISKS_2020,WFIR_AFREQ_2021,WFIR_EXPT_2021,WFIR_RISKS_2021,WFIR_AFREQ_2023,WFIR_EXPT_2023,WFIR_RISKS_2023
Colbert County,AL,129638.57616807996,150775.67425687195,175224.3005588575,0.00039003869692,889888561.7612977,2.139627754235011,0.00039003869692,913913234.6906168,2.07870089000741,1.8515130913e-05,56723039782.57122,16.003818008272354
Pearl River County,MS,168572.06141589492,179127.16003865597,200575.51679421263,0.003200672065655,62225684742.6256,17.329379452260408,0.003200672065655,63894011055.14696,16.829850321655375,0.003308004725076,84035529327.23593,88.70505886096086
Whiteside County,IL,98308.71564603812,105074.73143624666,118643.89035360208,6.634528234e-06,357965049.2935799,0.742080257512296,6.634528234e-06,367701191.2377158,0.731384154465829,1.002916245e-05,100013193018.9747,21.317212853961184
Taney County,MO,166306.11206500206,196740.87479318888,251621.1263179276,0.000807445013929,5044309368.325896,7.606836564452558,0.000807445013929,5179267481.166439,7.522290171710881,0.001630777507956,16017480127.269129,68.31053133948457
Iron County,UT,267149.9672008622,330056.74703036284,389819.3523339978,0.006611161736802,77846646972.44217,19.58380561863581,0.006611161736802,79991156677.25682,19.58266756924972,0.015263876102756,170137701416.13788,98.88641425389754
Lafayette County,MS,232386.4521473692,253315.1737233633,304875.99233173474,0.000694600301547,1123790211.220096,2.573299610786147,0.000694600301547,1153842838.179962,2.510907969635081,0.000249383285721,15706267562.727652,27.680559974546608
Eagle County,CO,725913.1364555382,929582.6295165533,1208309.0659880731,0.000419563768253,23356012893.520184,3.738198270502949,0.000419563768253,23975320196.754875,3.734835796267464,0.000296314439239,64903622475.24818,64.96977410117722
La Plata County,CO,427796.7483050868,492285.6276563956,619558.4264860556,0.00175101083259,196830897802.89017,16.401549978120062,0.00175101083259,202086132417.1844,16.403672764672088,0.001733740685978,319233584012.4793,97.07286032453072
Campbell County,VA,175050.55522873867,197167.2708374204,237475.443366942,0.00036540081659,4320842590.688354,3.273412881969566,0.00036540081659,4436588874.217216,3.272637782758254,0.000419430471521,23637754881.11781,56.792873051224944
Waller County,TX,275813.59500761447,312758.9891415448,363490.9846158218,0.000675443943918,18969603037.15719,6.879628685895649,0.000675443943918,19484641700.628315,6.703819836749663,0.000656793612414,57610021217.70089,76.93286668787782
Hancock County,ME,269921.87923547794,323732.46223371464,386024.3629496896,2.0326979493e-05,439682091.2827897,0.959515685801603,2.0326979493e-05,451453592.97254527,0.942242233579569,2.2295121912e-05,41607819337.84486,13.0130448615972
Lenoir County,NC,85814.33110631058,102209.2142338368,135676.68504865494,0.000107376026891,3530785645.269531,3.470177999559517,0.000107376026891,3629673307.2454286,3.366578348213927,4.6527611541e-05,58588053466.91077,30.003181673560288
Tuolumne County,CA,312827.6138612909,363326.1744181363,396334.6714583931,0.005579134582852,173859092188.54248,42.148455371030245,0.005579134582852,178502601640.019,42.14905636132878,0.009572725301979,301787350405.89185,99.49093223035317
Seneca County,OH,114789.32349684618,133995.51972174033,148303.66130484655,3.081248377e-06,23734157.86799113,0.178180365801613,3.081248377e-06,24380451.30369431,0.173790559061787,1.2798944855e-05,18399023724.06468,4.836143811644925
Franklin County,VA,228775.9274705716,264383.42763329105,308512.96232393465,0.000419615727756,5446704385.143924,3.889806946220547,0.000419615727756,5593106582.639102,3.890052312437794,0.000439770305996,22979752101.24989,47.21603563474388
Franklin County,VA,228775.9274705716,264383.42763329105,308512.96232393465,0.000419615727756,5446704385.143924,3.889806946220547,0.000419615727756,5593106582.639102,3.890052312437794,9.999999747e-06,3662224815.880864,0.381800827235126
Franklin County,VA,228775.9274705716,264383.42763329105,308512.96232393465,0.000419615727756,5446704385.143924,3.889806946220547,0.000106664642235,402324452.32751447,2.615102957971625,0.000439770305996,22979752101.24989,47.21603563474388
Franklin County,VA,228775.9274705716,264383.42763329105,308512.96232393465,0.000419615727756,5446704385.143924,3.889806946220547,0.000106664642235,402324452.32751447,2.615102957971625,9.999999747e-06,3662224815.880864,0.381800827235126
Franklin County,VA,228775.9274705716,264383.42763329105,308512.96232393465,0.000106664642235,392022567.1189208,2.645335639208104,0.000419615727756,5593106582.639102,3.890052312437794,0.000439770305996,22979752101.24989,47.21603563474388
Franklin County,VA,228775.9274705716,264383.42763329105,308512.96232393465,0.000106664642235,392022567.1189208,2.645335639208104,0.000419615727756,5593106582.639102,3.890052312437794,9.999999747e-06,3662224815.880864,0.381800827235126
Franklin County,VA,228775.9274705716,264383.42763329105,308512.96232393465,0.000106664642235,392022567.1189208,2.645335639208104,0.000106664642235,402324452.32751447,2.615102957971625,0.000439770305996,22979752101.24989,47.21603563474388
Franklin County,VA,228775.9274705716,264383.42763329105,308512.96232393465,0.000106664642235,392022567.1189208,2.645335639208104,0.000106664642235,402324452.32751447,2.615102957971625,9.999999747e-06,3662224815.880864,0.381800827235126
Grady County,OK,151264.88942501883,173779.2206376679,206484.63639938727,0.002593739574013,61214480880.56992,13.095246017354238,0.002593739574013,62882545960.73346,12.939850804559798,0.002267276655033,129684233887.22572,88.25962456251989
Saline County,KS,124557.81344994398,139462.88563876157,162151.84417230333,0.001289471057078,19958727392.30324,10.130179571767432,0.001289471057078,20520178543.985844,9.9217044493859,0.00114470993099,55771610503.21716,82.53261215399299
Jefferson County,TN,198974.98525195607,231282.4042812217,288622.923455057,0.001458499439655,826408709.2001172,3.282540795944283,0.001458499439655,848601211.2776227,3.181116078518689,0.000344498777365,7178342175.493135,26.53515749284124
Loudon County,TN,260800.7418860854,305366.1999906043,385981.1135562807,0.000972427810185,524054462.87931776,2.342356707561286,0.000972427810185,538068386.779357,2.33768951422886,0.000154158503029,11343307288.659515,17.181037225580656
Camden County,GA,183430.8559751508,214273.0065418761,273399.8981224504,0.00316389152494,64252929059.39618,15.197743406610044,0.00316389152494,65962506971.01612,15.18744714059625,0.003616905605683,79812217316.42773,89.27776010181356
Watauga County,NC,296686.7250318807,373176.5831417253,469101.1225649317,0.000363861396288,244569370.1367708,1.608183491781394,0.000363861396288,251108277.17782617,1.723653341737217,4.7625733951e-05,32807242016.49908,23.608017817371937
Washington County,VA,158465.5236481765,179054.90672159826,223968.55101213427,0.001281133126772,846356619.2607366,3.169610275435002,0.001281133126772,869159776.5112437,3.47215742912691,0.00015450446466,9550528459.041245,21.38084632516704
Dickson County,TN,240271.9199765497,277049.9421134786,331030.8638567072,0.000143586787301,175192567.1018632,0.85732348541767,0.000143586787301,179899448.0276893,0.833122364978748,1.6427871735e-05,208386806579.5671,39.16640152720331
Johnson County,MO,198542.5470176125,227499.77768239653,255967.3653342389,0.000158362630818,2732187747.8114905,1.597885102710336,0.000158362630818,2806682414.2114887,1.593867165798655,4.8164829886e-05,96904514987.76118,35.25294304804327
Jackson County,IL,82374.903797371,90174.99036178076,104696.5440207822,4.3320566322e-05,278892071.7469191,0.904034065824009,4.3320566322e-05,286601370.2322855,0.882845707350873,3.4278098833e-05,11398976633.115335,7.826916958320076
Boone County,IL,173261.1927257504,194555.7166559731,227040.8688493332,6.107873499e-06,820267183.3585763,0.790070791778284,6.107873499e-06,842229169.5533698,0.77670666581862,2.2315516744e-05,48436310515.53029,19.217308304168
Fulton County,NY,135830.8220862246,159583.03114980293,180610.0321365407,1.5290638337e-05,8600769826.702486,2.112852225470486,1.5290638337e-05,8831038284.301556,2.058056113970705,0.000137595652828,36651500154.80722,49.15685650652243
Pulaski County,MO,139509.59412162396,159436.55894700935,192075.9135561539,0.001026737208012,15295445734.398293,3.507020948023215,0.001026737208012,15706630657.123428,3.496269933753096,0.002123132745395,38832985568.28928,76.29653197581926
Elko County,NV,266784.4328604024,292552.5101502447,324980.08347690274,0.014254974506889,133194855773.10632,29.95908825953644,0.014254974506889,136808639637.23984,29.89155186830361,0.022007986943271,217351123703.8957,99.84091632198536
Roane County,TN,183073.3796360298,207735.73924562056,255188.4416880509,0.000994421873266,1126609394.360583,3.364969961524171,0.000994421873266,1156765113.846641,3.357927715213959,0.000366570588544,7917218074.773391,24.085268851415844
Tuscola County,MI,125638.72002619995,144986.38949426738,160766.88720081848,9.68770074e-06,1403359569.578862,0.994352476685867,9.68770074e-06,1441162066.7055175,0.97001222005306,6.5978926303e-05,20660566363.29576,29.971364937957368
Gila County,AZ,250038.74895145485,305958.2091075724,358575.73011537635,0.013557722698785,161796435553.1661,70.58017224833476,0.013557722698785,166117196428.99118,70.57322020020837,0.009853007544989,234945680993.7924,99.26821508113264
McMinn County,TN,164323.94396774936,185275.92507075472,222784.02883299187,0.000625728097007,1123111949.1673927,2.528861649038312,0.000625728097007,1153320958.1355562,2.524576770337863,4.6419476659e-05,21967752420.813103,8.367801463569839
Coffee County,AL,145279.67812792148,159450.8982746864,184088.1080151153,0.000157882388299,2399339424.3793626,2.195783230689548,0.000157882388299,2465549818.517032,2.151062666962871,2.0135199155e-05,154662142299.49374,48.552338530066805
Jessamine County,KY,197725.4240939176,222813.8486701873,266662.1984825746,0.000480618910512,188088765.9544526,1.3931018996254,0.000480618910512,193219485.8273212,1.328818153508464,3.4597166332e-05,51755437252.58536,18.103722558065545
Ashland County,OH,150250.5742175141,174735.28477698276,202573.7433508132,4.88824988e-07,60725533.81163488,0.314887479857628,4.88824988e-07,62342013.518092334,0.312911314152688,1.0002248205e-05,293718827058.1932,44.925230671333125
Jackson County,AL,134743.14426964617,152876.91289776916,181782.7606092393,0.000530155880659,626386030.696366,2.385030890153526,0.000530155880659,643467933.9333163,2.325291515691946,6.2179482746e-05,13354402923.763708,15.940184537066497
Rusk County,TX,155927.0459085633,167394.63875824749,198762.88505038232,0.000933665265136,23936094110.200108,7.057470939886273,0.000933665265136,24585599823.22865,7.077440482968331,0.000905191689181,83787065505.7176,80.05090677696467
Kerr County,TX,265869.9229565684,309664.8414969871,361159.6136524317,0.003628540793305,72783374609.12799,26.01335912831257,0.003628540793305,74726740611.64291,26.004213661356964,0.001026256938765,140714929368.02927,87.97327394209354
Washington County,OK,118272.31713164697,134903.4862856016,159340.46161663183,0.004323965962873,24059183770.955845,15.936541494827518,0.004323965962873,24709850141.645607,15.890076862480624,0.002409889402861,49013259716.59682,81.60992682150811
Columbia County,OR,336817.80995261745,396046.0908392501,428758.93642889726,4.449512837e-06,1450840386.3746753,0.564411495944525,4.449512837e-06,1489611348.9042592,0.564317474053028,1.0172015976e-05,163865403579.02963,28.44416162901686
Grundy County,IL,221851.3208617836,239497.9637997136,269862.01201642613,6.251400235e-06,1480820534.4018369,1.022595560859727,6.251400235e-06,1521192680.5144846,1.015459779715941,7.9656318807e-05,12363360216.228312,38.27553293032136
Worcester County,MD,278223.15076104127,333580.0119636741,410421.8318718339,0.000500098855935,13700188235.147787,8.168946125151578,0.000500098855935,14072357452.229065,8.154769181105523,0.001438007983452,40091585529.15102,74.64206172446707
Grant County,WI,150823.3275853641,168262.81087887794,194440.96158791127,7.9306747616e-05,10673599648.931969,2.481479010542473,7.9306747616e-05,10981507367.188644,2.415268167692971,2.5550525404e-05,79769921803.42726,33.471205854279354
Hoke County,NC,169807.04543203767,191214.2071023267,245280.14590406045,0.000616622411589,62201752899.9173,11.987402445765769,0.000616622411589,63879988475.329285,11.157277601556943,0.000471632141643,72748951511.19612,75.78746420617244
Calumet County,WI,230619.0708209689,255665.93973019207,307502.33028969023,1.2827868554e-05,1799901175.8015497,0.654251618590979,1.2827868554e-05,1850555445.2175248,0.643235360452683,4.0711682178e-05,45686654585.905525,29.462297168310528
Culpeper County,VA,313408.7693494017,364652.1574390776,414561.083897932,0.000680461152278,3357995566.994173,3.624544537016722,0.000680461152278,3447837335.44035,3.624555240441905,0.000676137472258,13468321678.457914,51.065860642698055
Navarro County,TX,145942.40706565208,171073.8938093173,208069.59145145057,0.000649994912277,50784251924.47835,13.018194028908152,0.000649994912277,52159957219.72986,13.00601157239676,0.000541380051437,126131806066.26527,82.81896277441935
Warren County,IA,230181.5339987157,254153.00087887945,289643.0160061435,8.8625920451e-05,27228588118.847187,3.365129504794527,8.8625920451e-05,27968334977.38427,3.297797608619876,0.000222152890683,88929222281.95949,61.62901686286986
Darke County,OH,134522.43390450795,153999.60783350313,178899.18615439904,3.03031217e-06,179311729.5442936,0.450421173294033,3.03031217e-06,184360900.07685745,0.442933740662603,9.999999747e-06,153920967832.7239,30.575882914412983
Ogle County,IL,152773.9762023888,170047.32591309864,193419.8236235444,6.118333108e-06,1372959308.169897,0.743889024751556,6.118333108e-06,1410052622.9557378,0.725225764835481,2.6799581014e-05,28706572594.19546,25.039770919503656
Waupaca County,WI,168548.52197529536,194687.04431209608,225726.88748466177,6.0978383571e-05,20855911457.967243,4.214244086677593,6.0978383571e-05,21417362242.19185,4.129130631682425,8.2077398563e-05,66876343552.81519,55.8065542475342
Cass County,MI,186085.2206906466,211410.988061503,231645.95377536875,1.1577880202e-05,1447185508.0630946,0.89517607467486,1.1577880202e-05,1486020562.34382,0.875364924582108,1.0004902009e-05,231195354202.5456,38.46643334393891
Columbus County,NC,122903.05270530858,142867.2239416524,180632.73439222525,0.000958563607118,76874199384.98201,15.118821608106428,0.000958563607118,78959860518.0163,14.727254980475363,0.000817981451456,72079636641.7179,78.71460388164172
Oktibbeha County,MS,201549.3537271628,216122.91003047585,239521.6812716956,0.000238064080867,192776014.101054,0.944903705886764,0.000238064080867,197967110.11252663,0.919455921152212,1.5416466931e-05,86384636605.40112,23.289850461342667
Franklin County,KY,154903.2129881335,174815.937582896,202441.7813358144,2.0578675506e-05,26404621.934611943,0.240977661363924,2.0578675506e-05,27112410.475787688,0.236496546071265,1.0028771405e-05,248607377274.95007,36.55742920776328
Wayne County,PA,177881.81147080034,225211.6612392645,270275.4521660688,5.4919597425e-05,5942261721.192045,2.508596916854386,5.4919597425e-05,6100992985.247705,2.505553349702744,4.2552736293e-05,21460079297.67804,22.430798600063635
Henry County,VA,93525.58248165756,106293.93222913146,133513.22000386723,0.000144305519263,2316447570.5054154,3.172673752951294,0.000144305519263,2378420351.7854943,2.999043036559562,6.9120650757e-05,34804197561.22292,34.96659242761693
Madison County,ID,267751.3745134397,340728.01246499456,393835.2819813285,0.000906658216516,2798094495.360872,2.667602174998214,0.000906658216516,2883411825.7012925,2.667702473345691,0.002500091180281,18345148804.987946,57.01559020044543
Venango County,PA,92228.52993856852,109264.22889633907,120392.04129485392,2.300851325e-05,1762842640.0331783,1.25024500084162,2.300851325e-05,1810042783.4995413,1.214473373881072,1.0314555005e-05,90241974717.25232,19.40820871778556
Bristol County,RI,385134.3612907979,450098.2998886523,534622.562717216,1.0268909787e-05,948885684.2492028,0.802034057722942,1.0268909787e-05,974066013.559048,0.816512232188,1.0061854537e-05,50847953426.30836,9.735921094495705
Cherokee County,TX,154382.37499943536,183401.8397514045,219826.986608304,0.000863640704604,19907933778.496304,9.748921248315694,0.000863640704604,20449203201.2181,9.778054354648813,0.000985324315175,81691407039.8976,83.20076360165446
Dearborn County,IN,208763.91008718548,238011.35931536063,281878.49952656974,2.2678330956e-05,201004139.203969,0.405398920828526,2.2678330956e-05,206340510.6022395,0.398234085814952,1.0755014797e-05,219321389670.86456,30.92586700604518
Medina County,TX,251911.28883759808,287052.6994965167,310435.99918556545,0.001619121919955,48044283464.06227,11.33374293944202,0.001619121919955,49346686433.02831,11.327711935929118,0.00126262269016,140553149916.32382,86.2869869551384
Somerset County,ME,127553.19351865177,155328.31280939517,200281.0251646833,2.8395255121e-05,262288314.55042744,0.770065292264983,2.8395255121e-05,269396416.6962235,0.753041583041934,9.999999747e-06,365541360150.43365,47.152402163538014
Gibson County,TN,114746.40722982392,131143.73956196816,156726.31247986233,3.0420157264e-05,74113307.28784497,0.539578299322782,3.0420157264e-05,76130173.86505118,0.522301544190702,1.1050061068e-05,182116267522.5277,32.64397072860324
Knox County,IL,93108.36291491648,96551.30432579224,93333.0049610361,1.7446814608e-05,194904792.00419936,0.786252688128529,1.7446814608e-05,200518774.29223743,0.772547748833527,2.6719634879e-05,9825638466.907478,1.33630289532294
Nye County,NV,232842.66272564384,274278.5380510768,317735.2030696887,0.000572358512489,9103649099.26026,12.067967099928868,0.000572358512489,9372637805.72183,12.060847439205515,0.00064884790882,93716245025.532,75.3738466433344
Carroll County,NH,286581.2832522457,363421.1787140679,449961.32449146087,4.7045862985e-05,6897297472.068337,3.257818174975854,4.7045862985e-05,7080080116.291116,3.205343879104397,9.999999747e-06,448029376923.7346,51.7021953547566
Lamar County,TX,141311.92308138823,169114.23729896327,191552.30705310032,0.001626138819945,57665370285.61717,17.453627265338262,0.001626138819945,59224087655.19841,17.412607842883947,0.001122415168328,122631860389.60632,90.90041361756283
Winona County,MN,187617.62878757005,207804.67618573605,241687.190021036,5.5362317954e-05,7101087907.641376,2.286155797570617,5.5362317954e-05,7306452733.334799,2.191331278634991,4.919006031e-05,52416580882.72606,36.843779828189625
Lincoln County,OR,308858.569995703,384050.4063333604,459364.7800942391,1.6301536474e-05,3788182531.1172767,1.91589370475585,1.6301536474e-05,3889371931.2582006,1.912627703386626,1.1852329707e-05,105512727966.61597,29.36684696150176
Buffalo County,NE,211800.0445820412,228192.1693549058,269397.77079711633,9.5491382452e-05,9894562095.83022,2.978097381046396,9.5491382452e-05,10197183480.130836,3.012404618106521,0.000118802545169,59554381909.198,50.5249761374483
Duplin County,NC,115602.51955182654,136111.37551689605,164728.90564924435,0.000345452919548,28618593846.14483,9.53437050181708,0.000345452919548,29457001143.42685,8.92236222692882,0.000468960775217,54661016209.57368,72.70124085268851
Franklin County,VT,245634.7365933889,277515.19606813183,336945.3924370949,6.9352651835e-05,1588433526.591931,0.863348047531868,6.9352651835e-05,1631895713.5325062,0.846251235093481,1.1254760137e-05,169037139665.78317,33.598472796691055
Bedford County,TN,204961.4991316897,236704.9465344854,293616.31607223727,0.000195408179056,81181353.08211888,0.777843943269914,0.000195408179056,83395543.68779173,0.754113558496392,1.0029397883e-05,214172802719.16147,34.807508749602285
Newaygo County,MI,156935.03786553684,185040.11400692328,209415.24300619564,0.00013811278533,33296044232.87205,5.519973531347389,0.00013811278533,34193429322.5289,5.398120668524164,4.3277013114e-05,102205854956.96144,48.425071587655104
Edgecombe County,NC,83944.33132648378,100984.82455141348,133271.1118993638,5.0958832588e-05,1626729191.4275703,1.959540293720505,5.0958832588e-05,1671458694.0131724,1.881730729257115,1.0960863664e-05,95735542191.75578,22.65351574928412
Montgomery County,NY,128048.88927325378,149978.27586494535,173449.07064567707,3.1757445249e-05,6708811738.490192,2.065175581402755,3.1757445249e-05,6890534189.273916,2.061608379236635,9.3528293588e-05,38430617739.621765,42.82532612153993
Dale County,AL,114812.2125201304,124847.1058641979,145862.80499358856,0.000147525998773,2256874118.2550635,1.957388590322368,0.000147525998773,2318339684.066232,1.918517579889878,1.3149872334e-05,166312150905.14432,35.69837734648425
Henry County,IL,122248.91300842934,130764.05363846628,141955.4247697464,5.609369798e-06,417723801.418986,0.54053699558299,5.609369798e-06,429284542.0219591,0.527845821262747,3.0959638417e-05,27566767743.8306,15.017499204581611
Wilson County,TX,311736.16219968506,359889.2045929709,405680.13547317,0.001056868421677,21096435043.717365,6.614146631627957,0.001056868421677,21663120433.368423,6.608172861449167,0.000784746173711,99769487471.33807,78.84187082405344
Polk County,TX,138478.10764422445,157990.57945827325,173727.2745784041,0.00105809750772,4787229088.425772,7.405622613534113,0.00105809750772,4915032636.312398,7.255577954826813,0.001702148807445,77484167263.47353,83.04167992363982
Halifax County,NC,69622.6769655712,82441.33615371406,95721.66071220148,6.5751221385e-05,937891882.4211284,2.146902500154494,6.5751221385e-05,963547834.7838776,1.99620964392563,1.1795944603e-05,67851560650.95567,29.14412981228126
Laurens County,GA,128046.19390102208,144515.74386011792,164403.78700452938,0.000101793612297,16639346142.56685,3.874588670798806,0.000101793612297,17085824417.820787,3.870613259694804,2.1812584847e-05,202135442175.4257,43.207126948775056
Douglas County,NV,500382.09632779815,608696.1588189208,643397.8268018626,0.005231767002097,79214659954.1435,27.87233325482408,0.005231767002097,81322021915.00041,27.83504207624092,0.004837787856903,116978073633.65236,95.57747375119312
Fremont County,CO,237711.4589117125,279881.81589479913,323608.67185028124,0.00240103777472,42663820337.67828,12.855605503026185,0.00240103777472,43810808053.079056,12.850012222041563,0.002073891320796,143644501033.19257,88.2914412981228
Logan County,OK,204383.5400309561,236601.0800899388,268411.5658949259,0.001158865851231,27823694017.32112,6.794717469092554,0.001158865851231,28573118128.76168,6.691748459978567,0.000776946132244,49994753565.90952,70.31498568246897
Henry County,IN,111756.48595642103,129956.76914915082,154854.54084405716,6.554652305e-06,149188357.8472,0.514773524623557,6.554652305e-06,153229765.9671324,0.506203628717017,1.0238394143e-05,120799451219.07768,22.08081450843144
Curry County,NM,143793.7456595489,146301.96708484113,156128.1053578366,0.004065500408141,23264867700.5704,12.646599423415234,0.004065500408141,24143178786.508755,12.68419056124564,0.005959826122309,45636585085.92581,93.03213490295896
Atascosa County,TX,211887.03284798173,237611.36281988528,252353.8642391581,0.001097370034273,13082533623.162096,8.09150300711625,0.001097370034273,13437146262.565308,8.081695102570912,0.000800603959861,54034070275.93007,72.63760738148265
Tioga County,NY,131596.87269455742,148711.35307127578,166590.8476039568,8.8033099842e-05,9393057730.759111,2.392261782580305,8.8033099842e-05,9645698369.517612,2.33666172832249,1.000328451e-05,332849834019.72833,41.55265669742285
Le Flore County,OK,103666.4956332289,122389.65797342166,145386.45865558236,0.007078486512848,16039096138.796762,19.21638245858868,0.007078486512848,16482933749.73406,19.17840069564652,0.013059960162404,75716859356.98529,96.65924276169264
Burnet County,TX,301656.5417490188,371561.703597332,455704.8181447348,0.00382927966333,96173168848.8791,24.572610776525742,0.00382927966333,98741712949.5128,24.563396152495923,0.001154266178042,203456871313.1901,89.02322621699014
Shelby County,OH,152669.19119692777,173240.30322019284,194869.1662516321,4.423817649e-06,155479201.91457617,0.298566481595007,4.423817649e-06,159717327.90382862,0.291967777552641,1.0167184434e-05,90459494421.43668,25.13522112631244
Crittenden County,AR,126379.3959944407,133921.22558062032,150236.61101622062,9.140156455e-06,59394.423720356834,0.043316348432354,9.140156455e-06,68319.55112769794,0.044564581167224,1.0769907687e-05,61969165749.53673,13.267578746420616
Whitman County,WA,274543.6426731977,313488.53561834514,362531.0255507727,0.000535051128752,4468189899.326025,4.1268686986798,0.000535051128752,4613719419.747759,4.134314193771905,0.001100432005022,56845642914.65051,62.51988545975183
Carter County,OK,118226.8346758457,134848.853507321,167120.6979226168,0.005510790880892,58542360202.86425,22.16729679511812,0.005510790880892,60119340699.87492,21.92840619773889,0.005052769322648,92516347160.84557,92.42761692650336
Jackson County,FL,119755.28558458842,143151.7192944753,168116.60347564594,0.000365652741227,9916905244.12716,5.559553735297281,0.000365652741227,10184089330.332804,5.484865542146529,0.000276784157488,41466779908.47065,62.67896913776646
Boyd County,KY,104144.89223969048,120920.82137116052,130288.75769594812,0.001593220117036,28772498053.337887,13.114157637034328,0.001593220117036,29540009900.047737,12.440476564022536,0.00150897956956,32867322787.950825,80.59179128221443
Greene County,NY,209391.235631872,266605.11442454456,322425.0719583072,5.0350010471e-05,9026791835.09114,2.837077997565872,5.0350010471e-05,9267536992.136269,2.832485747596746,2.5388386781e-05,47495595099.01193,23.92618517340121
Franklin County,NY,118538.03162900772,138498.08212252185,160721.65039187804,1.2864103994e-05,4829573103.235792,1.502446232694631,1.2864103994e-05,4961078199.808901,1.467171739507249,4.6660897303e-05,36526376789.221565,27.776010181355392
Val Verde County,TX,159796.86675411966,176193.6117247959,195231.03326640965,0.003011827004585,2944826812.483964,19.090752818371808,0.003011827004585,3021988447.34614,19.060653661623448,0.002505999487382,28173040790.66749,81.22812599427297
Bedford County,PA,163964.9561073924,179874.89751392687,184656.73541444665,6.0091381095e-05,10031175871.721125,2.85236716738316,6.0091381095e-05,10303648724.83218,2.779828110525242,1.4130427218e-05,84613617045.32782,25.771555838370983
Coles County,IL,101416.47695590928,105178.11197170678,114151.1830093104,6.047913143e-06,1084728547.9006898,0.98107443394579,6.047913143e-06,1113928535.428512,0.954545531634585,9.999999747e-06,110940907726.68475,27.71237671014953
Bingham County,ID,232475.5457535643,301391.86126059573,337802.3884087947,0.006808565077775,10366121512.631258,8.696176238083176,0.006808565077775,10727673004.694088,8.674554686187784,0.008126283871933,16504603442.295792,79.60547247852371
Shelby County,KY,224575.2962736732,256805.8566186604,287648.7939063424,3.4847276937e-05,230229290.10414883,0.622785835273546,3.4847276937e-05,236414184.307286,0.60636153732008,1.0116030854e-05,290672632301.1383,40.27998727330576
Goodhue County,MN,239438.03015632523,263450.38653502293,300654.4700994847,2.8502841375e-05,8007288228.817254,2.405936900977429,2.8502841375e-05,8232254752.069154,2.327860495003526,1.9497037909e-05,102221757901.55296,32.89850461342666
Santa Cruz County,AZ,179183.19353395814,218531.1077917349,256931.29337792032,0.007089057716732,36792017842.05441,31.696988890306923,0.007089057716732,37778747110.11499,31.1386759297616,0.011091845870269,31588003375.27876,94.55933821189946
Chenango County,NY,104173.12021784724,119297.6781180724,136177.21261798588,7.3396277163e-05,9023116483.557283,2.671597240671825,7.3396277163e-05,9266171178.844902,2.666452418289286,9.999999747e-06,367352122620.923,45.211581291759465
Cherokee County,OK,128967.07425052214,154373.72443068927,186784.97487977872,0.006813503127152,32019136324.534054,24.521920414747413,0.006813503127152,32885023994.36077,24.541396709796008,0.012517959841291,78732131845.56454,96.56379255488386
Noble County,IN,155158.64432402008,178254.20351176045,211434.393003004,9.45393727e-06,91910387.79436712,0.454191008184489,9.45393727e-06,94285052.61062248,0.451456426508703,9.999999747e-06,247638261854.7255,39.23003499840917
Cortland County,NY,131971.4504881638,147707.32832492256,169433.2584038737,7.6479942435e-05,5538386678.566025,2.211276000330676,7.6479942435e-05,5688480938.24888,2.206893595034874,1.005268642e-05,130069513802.97696,23.70346802418072
Campbell County,WY,262911.00600264355,280967.41427983553,312192.0632485377,0.004328853929908,48789410794.05005,3.379527157722099,0.004328853929908,50128862590.364685,3.301209844271434,0.00296718388023,104635393756.63992,90.16862869869551
Allegany County,NY,85491.13369926321,102434.17269112571,114657.07924169752,8.0351048329e-05,7985755486.591099,2.869698264860465,8.0351048329e-05,8201298019.427772,2.802089030904923,1.0028839237e-05,261875465795.2425,39.77091950365893
Clinton County,IA,130730.09509291864,139857.83991362248,159057.61786073688,4.504905457e-06,920670762.7267344,0.973497597609933,4.504905457e-06,948461217.079008,0.95751767506993,2.1686701059e-05,89908304090.8274,27.36239261851734
Barron County,WI,176992.5895874096,208345.5686893601,245959.7686326477,3.4735501975e-05,13046644090.15019,3.560210914510573,3.4735501975e-05,13402140999.112844,3.241971878967244,1.7466868835e-05,111241056319.98917,39.643652561247215
Bonner County,ID,382112.20877995936,520977.2760747316,597796.8584440176,0.001158794909033,36464742208.861626,11.727444027564353,0.001158794909033,37435757016.53206,11.724931388465995,0.000912896785222,72654165419.25587,78.52370346802418
Nelson County,KY,167230.05017624408,193574.81156053045,228502.68993558755,6.9431160667e-05,1063222016.0188826,1.098430098979339,6.9431160667e-05,1091717430.457257,1.073157633199973,1.0022000934e-05,344660367690.5132,39.93000318167356
Auglaize County,OH,154623.53272115352,171575.9927605559,194092.21384977616,3.391284048e-06,49928563.8044714,0.132475367918135,3.391284048e-06,51347872.21614509,0.129908861018556,1.0549489584e-05,66295946998.46087,13.45847916003818
Marshall County,IN,161049.12499644046,186436.4283641349,220308.03150789544,6.49036051e-06,127391367.3114616,0.344691364065828,6.49036051e-06,130850752.51495896,0.335612509386045,1.0855251836e-05,82641513989.26906,20.64906140629971
